keywords,year,_metaphor,_author,_url,id,bin,bin_start
Mineral,1900,""" I have no material clay to mould to the given shape; the only thing which one has for the purpose, and which acts as a substitute for it, a kind of mental clay, are certain metaphors modified into theories of aesthetic and rhetoric.""","Hulme, T. E. (1883-1917)",http://metaphors.lib.virginia.edu/metaphors/19944,landscape_clay_thing_13630,1900-2000,1900
Body,1700,"""The understanding, like the eye (says Mr. Locke), whilst it makes us see and perceive all other things, takes no notice of itself; and it requires art and pains to set it at a distance and make it its own object.""","Fielding, Henry (1707-1754)",http://metaphors.lib.virginia.edu/metaphors/8685,portrait_eye_says_see_perceive_5444,1700-1750,1700
Physics,1700,"""In short, the actions of the mind are, in this respect, the same with those of matter.""","Hume, David (1711-1776)",http://metaphors.lib.virginia.edu/metaphors/12133,portrait_matter_5447,1700-1750,1700
Government,1900,"""While her tongue rambled on Gabriel tried to banish from his mind all memory of the unpleasant incident with Miss Ivors.""","Joyce, James (1882-1941)",http://metaphors.lib.virginia.edu/metaphors/16870,landscape_banish_13639,1900-2000,1900
Government,1700,"""Reason first appears in possession of the throne, prescribing laws, and imposing maxims, with an absolute sway and authority.""","Hume, David (1711-1776)",http://metaphors.lib.virginia.edu/metaphors/12136,still_life_maxims_throne_prescribing_laws_5449,1700-1750,1700
Uncategorized,1700,"""Ideas may be compared to the extension and solidity of matter and impressions, especially reflective ones, to colours, tastes, smells, and other sensible qualities.""","Hume, David (1711-1776)",http://metaphors.lib.virginia.edu/metaphors/12142,still_life_sensible_solidity_matter_5455,1700-1750,1700
Animals,1900,"""Mr. Chesterton's brain swarms with ideas; I see no evidence that it thinks.""","Eliot, T. S. (1888-1965)",http://metaphors.lib.virginia.edu/metaphors/16874,landscape_ideas_13650,1900-2000,1900
"Population,War,Motion",1900,"""My memories simply trooped the colour.""","Cummings, Bruce Frederick [pseud. W. N. P. Barbellion] (1889-1919)",http://metaphors.lib.virginia.edu/metaphors/24996,landscape_trooped_colour_simply_colour_s_13652,1900-2000,1900
Animals,1700,"The mind may wing ""it heav'n-ward with extatic Mirth""","Miller, James (1704-1744)",http://metaphors.lib.virginia.edu/metaphors/12155,portrait_extatic_wing_5466,1700-1750,1700
Government,1700,"""Passions enslave, and servile cares oppress""","Nugent, Robert [or Craggs] (1702-1788)",http://metaphors.lib.virginia.edu/metaphors/12165,landscape_oppress_enslave_5474,1700-1750,1700
Fetters,1900,"""He laughed to free his mind from his mind's bondage.""","Joyce, James (1882-1941)",http://metaphors.lib.virginia.edu/metaphors/18715,landscape_bondage_13668,1900-2000,1900
Liquid,1900,"""The mists will shroud me on the utter height,  / The salty, brimming waters of my breast  / Will mingle with the fresh dews of the night  / To bathe my spirit hankering to rest.""","McKay, Claude (1889-1948)",http://metaphors.lib.virginia.edu/metaphors/24750,seascape_salty_brimming_waters_dews_13676,1900-2000,1900
Dress,1900,"""It was caparison of mind and cloud / And something given to make whole among / The ruses that were shattered by the large.""","Stevens, Wallace (1879-1955)",http://metaphors.lib.virginia.edu/metaphors/17584,landscape_caparison_cloud_make_13679,1900-2000,1900
Uncategorized,1900,"""But circumstance cannot deepen or lighten the colour of a man’s mind; if we bring anything into the world it is the colour of our minds, and what is the colour of our minds but fate? and what is fate but character?""","Moore, George Augustus (1852-1933)",http://metaphors.lib.virginia.edu/metaphors/25236,landscape_colour_colour_colour_13681,1900-2000,1900
Mineral,1700,"""May all English Lads, like you, Boys, / Prove on Shore true Hearts of Gold; / To their King and Country true""","Phillips, Edward (b. 1708/9)",http://metaphors.lib.virginia.edu/metaphors/12233,landscape_hearts_gold_5492,1700-1750,1700
"Population,Motion",1700,"""My Heart, no Stranger to the Guest [Love], / Flutter'd, and labour'd in my Breast""","Broome, William (1689-1745); Hesiod",http://metaphors.lib.virginia.edu/metaphors/12252,portrait_stranger_guest_guest_love_flut_5499,1700-1750,1700
Fetters,1900,"""Or what is Hair but threads of gold / That Lovers Hearts in fetters hold?""","Butler, Samuel (1613-1680)",http://metaphors.lib.virginia.edu/metaphors/8595,portrait_fetters_hold_13693,1900-2000,1900
"Body,Uncategorized,Visual Arts",1700,"""There are different ways of examining the Mind as well as the Body. One may consider it either as an Anatomist or as a Painter; either to discover its most secret Springs & Principles or to describe the Grace & Beauty of its Actions.""","Hume, David (1711-1776)",http://metaphors.lib.virginia.edu/metaphors/17749,landscape_well_body_one_painter_either_b_5503,1700-1750,1700
War,1700,"""We speak not strictly and philosophically, when we talk of the combat of passion and of reason.""","Hume, David (1711-1776)",http://metaphors.lib.virginia.edu/metaphors/18226,still_life_combat_5512,1700-1750,1700
Machine,1900,"""My own brain is to me the most unaccountable of machinery--always buzzing, humming, soaring roaring diving, and then buried in mud.""","Woolf, Virgina (1882-1941)",http://metaphors.lib.virginia.edu/metaphors/17365,landscape_machinery_always_13706,1900-2000,1900
Fetters,1700,"""Ye happy minds, that free from mortal chains, / Possess the realms where boundless pleasure reigns, / That feel the force of those immortal fires, / And reach the bliss, to which my soul aspires.""","Rowe [née Singer], Elizabeth (1674-1737)",http://metaphors.lib.virginia.edu/metaphors/18926,landscape_free_mortal_chains_possess_5516,1700-1750,1700
Machine,1900,"""In other words, my friend argues rightly, something more than a gadget mind is needed to deal with the issues now before mankind.""","Newton, Joseph Fort (1876-1950)",http://metaphors.lib.virginia.edu/metaphors/18597,still_life_gadget_mind_13719,1900-2000,1900
Container,1900,"Travel may ""put a stopper on those memories you would like to resurrect. It does not always work, of course, sometimes the scent is too strong for the bottle, and too strong for me. And then the devil in one, like a furtive peeping Tom, tries to draw the cork.""","Du Maurier, Daphne, Lady Browning (1907-1989)",http://metaphors.lib.virginia.edu/metaphors/17209,still_life_scent_bottle_one_cork_13720,1900-2000,1900
"Government,Uncategorized,Architecture",1900,"""The provinces of his body revolted, / The squares of his mind were empty, / Silence invaded the suburbs, / The current of his feeling failed; he became his admirers.""","Auden, W. H. (1907-1973)",http://metaphors.lib.virginia.edu/metaphors/18428,landscape_provinces_revolted_squares_sub_13724,1900-2000,1900
Government,1700,"""What Law of Beauty gives her the Empire over all Hearts?""","Baker, Henry (1698-1774); Miller, James (1706-1744)",http://metaphors.lib.virginia.edu/metaphors/12187,landscape_empire_5535,1700-1750,1700
Fetters,1700,"""Marriage is a chain shou'd never be impos'd by Force upon a Heart, and if the Gentleman is a Man of Honour, he should never accept a Person, who must be his by Constraint.""","Baker, Henry (1698-1774); Miller, James (1706-1744)",http://metaphors.lib.virginia.edu/metaphors/19036,portrait_chain_shou_force_upon_5538,1700-1750,1700
Light,1900,"""his brain appears, throned in ""fantastic triumph,"" / and shines through his hat / with jeweled works at work at intermeshing crowns, / lamé with lights.""","Bishop, Elizabeth (1911-1979)",http://metaphors.lib.virginia.edu/metaphors/17597,still_life_jeweled_works_lights_13737,1900-2000,1900
Vehicles,1900,"""Just as the ties recur beneath his train, these underlie / his rushing brain.""","Bishop, Elizabeth (1911-1979)",http://metaphors.lib.virginia.edu/metaphors/17598,landscape_train_13738,1900-2000,1900
"Money,Plant,Mineral,Impressions",1700,"""Like Twigs, entrusted to the Planter's Pains, / Who prunes, engrafts, indulges, or restrains, / Till in the Garden Ornament they yield, / And Fruit, which else had cumber'd up the Field: / Or that rich Ore we from the Indies bring, / Which bears, refin'd, the Image of the King; / But mix'd for-ever with ignobler Mold, / Would lie conceal'd, had we no Taste for Gold: / Thus human Soul, neglected, will not shine; / But, cultur'd well, approaches to divine!""","Bancks, John (1709-1751)",http://metaphors.lib.virginia.edu/metaphors/19673,landscape_twigs_entrusted_prunes_engraft_5548,1700-1750,1700
Government,1700,"""Was there one joy, whose image does not last? / But that One; most extatic, most refin'd, / Reigns fresh, and will for ever in my mind, / With such a power of charms it storm'd my soul, / That nothing ever can it's strength controul.""","Prior, Matthew (1664-1721)",http://metaphors.lib.virginia.edu/metaphors/12263,portrait_reigns_ever_5552,1700-1750,1700
"Uncategorized,Weather,Mineral",1700,"""My GOD, what is a Human Heart? / Silver or Gold, or precious Stone; / Or Star, or Rainbow; or a Part / Of All, or all thy World in One?""","Wesley, John and Charles",http://metaphors.lib.virginia.edu/metaphors/12234,landscape_gold_precious_stone_silver_gol_5566,1700-1750,1700
Government,1700,"""No---in the deep and deadly Damp of Dungeons / The Soul can rear her Sceptre, smile in Anguish, / And triumph o'er Oppression.""","Brooke, Henry (c. 1703-1783)",http://metaphors.lib.virginia.edu/metaphors/22756,landscape_sceptre_triumph_er_oppression_5575,1700-1750,1700
Uncategorized,1700,"""A gen'rous Mind, tho' sway'd a-while by Passion. / Is like the steely Vigour of the Bow, / Still holds its native Rectitude, and bends / But to recoil more forceful.""","Brooke, Henry (c. 1703-1783)",http://metaphors.lib.virginia.edu/metaphors/22764,still_life_bow_still_bends_5582,1700-1750,1700
Light,1700,"""For, O Gustavus, / My Soul is dark, disconsolate and dark; / Sick to the World, and hateful to myself, / I have no Country now.""","Brooke, Henry (c. 1703-1783)",http://metaphors.lib.virginia.edu/metaphors/22768,still_life_dark_disconsolate_dark_5586,1700-1750,1700
"Government,Uncategorized",1700,"""I am all / That's left to calm, to sooth his troubled Soul, / To Penitence, to Virtue; and perhaps / Restore the better Empire o'er his Mind, / True Seat of all Dominion.""","Brooke, Henry (c. 1703-1783)",http://metaphors.lib.virginia.edu/metaphors/22769,landscape_better_empire_dominion_peniten_5587,1700-1750,1700
Motion,1700,"""The thought slides along the succession with equal facility, as if it consider'd only one object; and therefore confounds the succession with the identity.""","Hume, David (1711-1776)",http://metaphors.lib.virginia.edu/metaphors/25071,still_life_slides_along_5597,1700-1750,1700
Uncategorized,1900,"""run your finger along your no-moss mind / that's not a thought that's soot""","O'Hara, Francis Russell ""Frank""  (1926-1966)",http://metaphors.lib.virginia.edu/metaphors/25207,landscape_moss_soot_13789,1900-2000,1900
"Geography,Mineral",1700,"""To the instructed Man [Ideas of Sensation] afford a vast Quantity of Materials to exercise Knowledge on, but without being taught that [end page 26] Knowledge to apply them to artificial Purposes, they would signify no more to us, besides assisting the Instincts to take Care of that Body they were planted in, that vast Woods and Quarries of Marble in a Country would furnish it with Fleets, Palaces and Cities, without Workmen to fashion them, and Architects to put them into their respective beautiful Orders""",Philalethes [pseud.],http://metaphors.lib.virginia.edu/metaphors/12345,landscape_planted_woods_quarries_country_5605,1700-1750,1700
Uncategorized,1900,"""Memory is, really, in itself, a tool, one of the many tools that an artist uses; and some recollections, perhaps intellectual rather than emotional, are very brittle and sometimes apt to lose the flavor of reality when they are immersed by the novelist in his book, when they are given away to characters.""","Nabokov, Vladimir (1899-1977)",http://metaphors.lib.virginia.edu/metaphors/18285,still_life_tool_one_tools_13798,1900-2000,1900
"Plant,Writing",1700,"""Some have said that the human Mind contained within it the Seeds of all Sciences; the Mind is indeed a Soil in which any of these Seeds may be sown, but it must be cultivated; and without an Husbandman it will continue a mere Tabula rasa, except what the Instincts write on it, without a possibility of astronomical, geographical or other learned Observations.""",Philalethes [pseud.],http://metaphors.lib.virginia.edu/metaphors/12351,landscape_within_seeds_soil_seeds_may_so_5607,1700-1750,1700
"Population,Architecture",1900,"""Some of my characters are, no doubt, pretty beastly, but I really don't care, they are outside my inner self like the mournful monsters of a cathedral façade--demons placed there merely to show that they have been booted out.""","Nabokov, Vladimir (1899-1977)",http://metaphors.lib.virginia.edu/metaphors/18286,landscape_cathedral_facade_demons_monste_13799,1900-2000,1900
Uncategorized,1700,"""To pleasures vain he steel'd his heart; / No room for them when God is there""","Wesley, John and Charles",http://metaphors.lib.virginia.edu/metaphors/12327,still_life_steel_5620,1700-1750,1700
Fire,1900,"""Industrious, affable, having brain on fire, / Henry perplexed himself.""","Berryman, John [b. John Allyn Smith, Jr.]  (1914-1972)",http://metaphors.lib.virginia.edu/metaphors/17986,portrait_henry_fire_13816,1900-2000,1900
Weather,1700,"The ""stormy Tumults"" of a ""disturbed Mind"" may ""be hush'd.""","Richardson, Samuel (bap. 1689, d. 1761)",http://metaphors.lib.virginia.edu/metaphors/12273,portrait_stormy_tumults_5629,1700-1750,1700
Weather,1700,"We wonder at our mischief  we have done in passion just as ""After a Tempest, when the Winds are laid, /The calm Sea wonders at the Wrecks it made""","Richardson, Samuel (bap. 1689, d. 1761)",http://metaphors.lib.virginia.edu/metaphors/12278,landscape_tempest_winds_sea_5633,1700-1750,1700
"Uncategorized,Light",1900,"""The answer is yes, but there is nothing wrong with having an oblique heart, it is a lighthouse, a compass, wisdom, sharp instinct, experience of death, the power to divine a disquieting but blissful lack of adjustment, because I am discovering that my own maladjustment stems from my origins.""","Lispector, Clarice (1920-1977)",http://metaphors.lib.virginia.edu/metaphors/17495,landscape_lighthouse_compass_wisdom_powe_13828,1900-2000,1900
War,1700,"""I could not conquer my Passion for you, I corrected myself, and resolved, since you would not be mine upon my Terms, you should upon your own""","Richardson, Samuel (bap. 1689, d. 1761)",http://metaphors.lib.virginia.edu/metaphors/12286,landscape_conquer_passion_5638,1700-1750,1700
Machine,1900,"In one's head is ""a button on a control panel. The button is marked 'take the left free end of a shoelace in the left hand'. When depressed, it activates a series of wheels, cogs, levers, and hydraulic mechanisms.""","Fodor, Jerry (b. 1935)",http://metaphors.lib.virginia.edu/metaphors/18460,landscape_wheels_cogs_levers_mechanisms__13831,1900-2000,1900
Population,1900,"""The shop foreman [in one's head] goes about supervising that activity in a way that is, in essence, a microcosm of supervising tying one's shoe. Indeed the shop foreman might be imagined to superintend a detail of wage slaves, whose functions include: searching inputs for traces of shoelace, flexing and contracting fingers on the left hand, etc.""","Fodor, Jerry (b. 1935)",http://metaphors.lib.virginia.edu/metaphors/18462,landscape_way_might_superintend_one_supe_13833,1900-2000,1900
War,1700,"""'Tis pity [...] that a Man who could conquer his Passions so far, could not subdue them intirely""","Richardson, Samuel (bap. 1689, d. 1761)",http://metaphors.lib.virginia.edu/metaphors/12291,landscape_passions_5642,1700-1750,1700
Music,1700,"""Your two Souls, I can see that, are like well-tun'd Instruments: But they are too high-set for me a vast deal.""","Richardson, Samuel (bap. 1689, d. 1761)",http://metaphors.lib.virginia.edu/metaphors/12296,still_life_instruments_instruments_set_5645,1700-1750,1700
Plant,1700,"A mother may ""prepare the sweet Virgin Soil of [her childrens'] Minds to receive the Seeds of Virtue and Goodness so early, that as they grow up, one need only now a little Pruning, and now a little Watering, to make them the Ornaments and Delights of the Garden of this Life!","Richardson, Samuel (bap. 1689, d. 1761)",http://metaphors.lib.virginia.edu/metaphors/12299,landscape_soil_seeds_garden_soil_seeds_g_5648,1700-1750,1700
War,1900,"""If it goes off / If my imagination detonates, orphans me.""","Dunlap, Mary (1949-2003)",http://metaphors.lib.virginia.edu/metaphors/25227,landscape_detonates_goes_13841,1900-2000,1900
"Plant,Weather",1900,"""Summer breeze, makes me feel fine, / Blowing through the jasmine in my mind.""","Seals, Jim (b. 1941) and Dash Crofts (b. 1940)",http://metaphors.lib.virginia.edu/metaphors/24628,landscape_makes_breeze_jasmine_13847,1900-2000,1900
Liquid,1700,"""I'm sure, said he, my Heart's turn'd into Butter, and is running away at my Eyes.""","Richardson, Samuel (bap. 1689, d. 1761)",http://metaphors.lib.virginia.edu/metaphors/12326,landscape_butter_5655,1700-1750,1700
Government,1700,"""But Thou shalt rise superior to their Arts, /  And fix Thy Empire in a People's Hearts.""","Nugent, Robert [or Craggs] (1702-1788)",http://metaphors.lib.virginia.edu/metaphors/8500,landscape_fix_5665,1700-1750,1700
Visual Arts,1900,"""The remainder [of the brain] is more like an exposed negative waiting to be dipped into developer fluid.""","Wilson, E. O. (b. 1929)",http://metaphors.lib.virginia.edu/metaphors/17445,landscape_negative_waiting_13858,1900-2000,1900
Garden,1900,"""The mind works like a garden.""","Hilary Hinton ""Zig"" Ziglar (1926 - )",http://metaphors.lib.virginia.edu/metaphors/17591,landscape_like_garden_13859,1900-2000,1900
"Government,Uncategorized,Fetters",1700,"""Poor Mind, who heard all with extreme moderation, / Thought it now time to speak, and make her allegation: / ''Tis I that, methinks, have most cause to complain, / Who am cramped and confined like a slave in a chain.'""","Carter, Elizabeth (1717-1806)",http://metaphors.lib.virginia.edu/metaphors/12359,landscape_cramped_confined_like_cramped__5670,1700-1750,1700
"Container,Liquid",1900,"""In the preceding months he had prepared himself with meticulous care, filling his mind with distilled knowledge, drop by drop, until, on the eve of the first paper (Old English Set Texts) it was almost brimming over.""","Lodge, David (b. 1935)",http://metaphors.lib.virginia.edu/metaphors/19827,landscape_distilled_drop_brimming_fillin_13862,1900-2000,1900
Government,1700,"""Lord of my Wishes, tho' he reign'd confest / His Empire was still bounded by the Mind / In me, unblemish'd Honour lent the Fire / The mutual Flame to feed,--I thought should ne'er expire.""","Ogle, George (1704-1746)",http://metaphors.lib.virginia.edu/metaphors/12390,still_life_reign_empire_5674,1700-1750,1700
"Population,Light,Geography,Motion",1700,"""I [the mind] did but step out, on some weighty affairs, / To visit last night, my good friends in the stars, / When, before I was got half as high as the moon, / You despatched Pain and Languor to hurry me down; / Vi & Armis they seized me, in midst of my flight, / And shut me in caverns as dark as the night.""","Carter, Elizabeth (1717-1806)",http://metaphors.lib.virginia.edu/metaphors/12397,landscape_mind_half_high_night_hurry_mid_5675,1700-1750,1700
Liquid,1900,"""What is thought after all, what is dreaming, but swim and flow, and the images they seem to animate?""","Robinson, Marilynne (b. 1943)",http://metaphors.lib.virginia.edu/metaphors/19234,still_life_swim_flow_13877,1900-2000,1900
Liquid,1900,"""When we introspect we do not perceive 'concepts' flowing through our minds as such. Stop the stream of thought when or where we will, what we catch are words, images, sensations, feelings.""","Putnam, Hilary (b. 1926)",http://metaphors.lib.virginia.edu/metaphors/19645,landscape_flowing_stream_sensations_13880,1900-2000,1900
Writing,1700,"""If the Mind be as it were a rasa tabula in respect of the one, the same Reasons make it extremely probable that she must be so in respect of the other likewise""",Anonymous,http://metaphors.lib.virginia.edu/metaphors/12426,landscape_rasa_tabula_5691,1700-1750,1700
"Geography,Liquid",1900,"""Hume's account of mental happenings is geographical in the broadest sense, a description of human economy and ecology, not just a record of topography and a positioning of land masses but a marking of the tidal movements and trade routes of the mind as it negotiates for ease and stability.""","Richetti, John (b. 1938)",http://metaphors.lib.virginia.edu/metaphors/18246,landscape_geographical_ecology_topograph_13884,1900-2000,1900
"Container,Liquid",1700,"""Which they explained by a Bottle's being filled with Sea Water, that swimming there a while, on the Bottle's breaking, flowed in again, and mingled with the common Mass.""","Warburton, William (1698-1779)",http://metaphors.lib.virginia.edu/metaphors/23357,seascape_bottle_bottle_sea_water_5707,1700-1750,1700
Uncategorized,1900,"""I suppose people--certainly imaginative writers--who consciously exploit their own obsessions do so in part because those obsessions lie like stepping-stones in front of them, and their feet are drawn towards them.""","Ballard, J. G. (1930-2009)",http://metaphors.lib.virginia.edu/metaphors/24892,landscape_like_stepping_stones_towards_13905,1900-2000,1900
"Uncategorized,Geography",1700,"""Their Understandings are hereby cooped up in narrow Bounds, so that they never look abroad into other Provinces of the intellectual World, which are more beautiful perhaps and more fruitful than their own.""","Watts, Isaac (1674-1748)",http://metaphors.lib.virginia.edu/metaphors/23366,landscape_narrow_bounds_bounds_provinces_5716,1700-1750,1700
"Money,Writing",1700,"""Then the Brain being well furnished with various Traces, Signatures and Images, will have a rich Treasure always ready to be proposed or offered to the Soul, when it directs its Thoughts towards any particular Subject.""","Watts, Isaac (1674-1748)",http://metaphors.lib.virginia.edu/metaphors/23371,landscape_various_traces_signatures_prop_5721,1700-1750,1700
"Animals,Machine",1900,"""But it was only the heart's / racketing flywheel stuttering I want, I want // until exhaustion, until I was a guest in the yoke / of my body by the last margin of land where the river // mingles with the sea & far off daylight whitens, / a rending & yielding I must kneel before, as // barges loose glittering mineral freight / & behind me façades gleam with pigeons // folding iridescent wings.""","Hull, Lynda (1954-1994)",http://metaphors.lib.virginia.edu/metaphors/18430,still_life_racketing_flywheel_stuttering__13914,1900-2000,1900
"Uncategorized,Container",1700,"""Where the Memory has been almost constantly employing itself in scraping together new Acquirements, and where there has not been a Judgment sufficient to distinguish what Things were fit to be recommended and treasured up in the Memory, and what things were idle, useless or needless, the Mind has been filled with a wretched Heap and Hotchpotch of Words or Ideas, and the Soul may be said to have had large Possessions, but no true Riches.""","Watts, Isaac (1674-1748)",http://metaphors.lib.virginia.edu/metaphors/23375,still_life_things_filled_wretched_heap_ho_5724,1700-1750,1700
Animals,1900,"""Mind in its purest play is like some bat / That beats about in caverns all alone, / Contriving by a kind of senseless wit / Not to conclude against a wall of stone.""","Wilbur, Richard (1921- )",http://metaphors.lib.virginia.edu/metaphors/16895,landscape_bat_caverns_13916,1900-2000,1900
Fire,1900,"""For nearly fifty years, in the dark, moviegoers burn imagination to heat up reality.""","Godard, Jean-Luc (b. 1930)",http://metaphors.lib.virginia.edu/metaphors/24921,landscape_heat_burn_imagination_13920,1900-2000,1900
Uncategorized,1700,"""And particularly they should take care that the Memory of the Learner be not too much crouded with a tumultuous Heap or over-bearing Multitude of Documents or Ideas at one Time.""","Watts, Isaac (1674-1748)",http://metaphors.lib.virginia.edu/metaphors/23387,landscape_tumultuous_heap_5736,1700-1750,1700
"Writing,Impressions",1700,"""Maronides had got the first hundred Lines of Virgil's 'Æneis' printed upon his Memory so perfectly, that he knew not only the Order and Number of every Verse from one to a hundred in Perfection, but the Order and Number of every Word in each Verse also.""","Watts, Isaac (1674-1748)",http://metaphors.lib.virginia.edu/metaphors/23393,landscape_hundred_printed_upon_order_num_5742,1700-1750,1700
Impressions,1700,"""It is also by this Association of Ideas that we may better imprint any new Idea upon the Memory by joining with it some Circumstance of the Time, Place, Company, &c. wherein we first observed, heard or learnt it.""","Watts, Isaac (1674-1748)",http://metaphors.lib.virginia.edu/metaphors/23394,landscape_imprint_upon_5743,1700-1750,1700
Fire,1700,"""But under this macerated form was concealed a mind replete with science, burning with a zeal of benefiting his fellow-creatures, and filled with an honest conscious pride, mixed with a scorn of doing or suffering the least thing beneath the dignity of a philosopher.""","Pope, Alexander (1688-1744); Arbuthnot, John (bap. 1677, d. 1735)",http://metaphors.lib.virginia.edu/metaphors/12364,still_life_burning_thing_5749,1700-1750,1700
Geography,1900,"""The geography of the mind is not a simple matter to discover, because its most basic features are a matter of dispute between philosophers. It cannot be explored simply by looking within ourselves at an inward landscape laid out to view""","Kenny, Anthony (b. 1931)",http://metaphors.lib.virginia.edu/metaphors/19974,landscape_geography_basic_features_laid_13946,1900-2000,1900
Body,1900,"""Now it would be folly to deny that human beings can keep their thoughts secret, can talk to themselves without making any noise, can sketch figures before their mind's eye instead of on pieces of paper.""","Kenny, Anthony (b. 1931)",http://metaphors.lib.virginia.edu/metaphors/19978,landscape_mind_eye_instead_pieces_13950,1900-2000,1900
"Liquid,Uncategorized,Optics,Architecture",1900,"""After a while, he no longer recognized what he was thinking and, just as a shop window sometimes prevents the onlooker from seeing the objects behind the glass and folds him instead in a narcissistic embrace, his mind ignored the flow of impressions from the outside world and locked him into a daydream he could not have subsequently described.""",Edward St. Aubyn (b. 1960),http://metaphors.lib.virginia.edu/metaphors/24678,still_life_shop_window_sometimes_objects__13952,1900-2000,1900
Optics,1700,"""Cornelius quickly discovered, that these two last operations of the intellect were very weak in Martin, and almost totally extinguish'd in Crambe; however he used to say that Rules of Logick are Spectacles to a purblind understanding, and therefore he resolved to proceed with his two Pupils.""","Pope, Alexander (1688-1744); Arbuthnot, John (bap. 1677, d. 1735)",http://metaphors.lib.virginia.edu/metaphors/17136,still_life_spectacles_purblind_pupils_5765,1700-1750,1700
Government,1700,"""But self-conceitedness does reign / In every mortal mind.""","Prior, Matthew (1664-1721)",http://metaphors.lib.virginia.edu/metaphors/12360,portrait_reign_conceitedness_5766,1700-1750,1700
"Plant,Motion",1900,"""Other people's words drifted through his mind, like the tumbleweed across a windy desert in the opening shots of 'They Came from Outer Space.'""",Edward St. Aubyn (b. 1960),http://metaphors.lib.virginia.edu/metaphors/24687,landscape_tumbleweed_across_windy_desert_13961,1900-2000,1900
"Population,Uncategorized",1900,"""His thoughts, anticipating themselves hopelessly, stuttered in the starting blocks, and brought his feeling of fluency dangerously close to silence.""",Edward St. Aubyn (b. 1960),http://metaphors.lib.virginia.edu/metaphors/24691,still_life_starting_blocks_starting_block_13964,1900-2000,1900
Liquid,1900,"""Traces of the night's possession surfaced now and again in the slowly simmering scum of his thoughts, and the experience of being so thoroughly and often displaced left him bruised and lonely.""",Edward St. Aubyn (b. 1960),http://metaphors.lib.virginia.edu/metaphors/24701,still_life_slowly_simmering_scum_13975,1900-2000,1900
Writing,1700,"""The human mind cannot continue long quite a tabula rasa; some images must of course be gaining upon its affections, and consequently, forming some propensities or habits.""","Turnbull, George (1698-1748)",http://metaphors.lib.virginia.edu/metaphors/12465,landscape_tabula_rasa_5787,1700-1750,1700
"Fabric,Motion",1900,"""Patrick had tried to sleep, but tattered rags of speed still trailed through his consciousness and kept him charging forward.""",Edward St. Aubyn (b. 1960),http://metaphors.lib.virginia.edu/metaphors/24705,still_life_tattered_rags_trailed_13979,1900-2000,1900
Architecture,1700,"""No more shall trickling Sorrows roll / Thro' those dear Windows of his Soul.""","Watts, Isaac (1674-1748)",http://metaphors.lib.virginia.edu/metaphors/16176,landscape_dear_windows_5790,1700-1750,1700
"Light,Liquid",1900,"""His thoughts shimmered like a hesitating stream, gathering into pools of discrete and vivid imagery.""",Edward St. Aubyn (b. 1960),http://metaphors.lib.virginia.edu/metaphors/24708,landscape_stream_gathering_pools_like_st_13982,1900-2000,1900
Vehicles,1700,"""The mind naturally continues with the same impetus or force, which it has acquired by its motion; as a vessel, once impelled by the oars, carries on its course for some time, when the original impulse is suspended.""","Hume, David (1711-1776)",http://metaphors.lib.virginia.edu/metaphors/17486,seascape_vessel_oars_carries_5793,1700-1750,1700
Body,1900,"""Pigsty for a brain, / Stop them [the body and soul] from making faces at each other / In the mirror!""","Simic, Charles (b. 1938)",http://metaphors.lib.virginia.edu/metaphors/17384,portrait_body_13988,1900-2000,1900
"Animals,Architecture,Machine",1900,"""In what way is the mind like a computer that is different from its resemblance, for example, to a telephone switchboard (which was the most popular image in psychology some years ago), or to a cathedral, which once long ago was also a major poetical image (consider: the caverns of the mind, the vaults of the intellect, the altar of his genius, the name of his soul, the pillar of the community, etc.), or to an eagle?""","Shipley, Thorne (1927-2009)",http://metaphors.lib.virginia.edu/metaphors/17558,landscape_computer_telephone_switchboard_13992,1900-2000,1900
Animals,1900,"Emily Brontë's soul ""goes skimming the deep keel like a storm petrel, / out of sight.""","Carson, Anne (b. 1951)",http://metaphors.lib.virginia.edu/metaphors/17968,still_life_storm_petrel_13993,1900-2000,1900
Uncategorized,1700,"""The motion of the arrow is different from that of the mind.""","Marcus Aurelius Antoninus (121-180), Francis Hutcheson (1694-1746), and James Moor (bap. 1712, d. 1779)",http://metaphors.lib.virginia.edu/metaphors/17850,landscape_motion_5807,1700-1750,1700
Body,1700,"""For a corruption of the intellectual part is far more a plague than any pestilential distemper and change of this surrounding fluid which we breathe.""","Marcus Aurelius Antoninus (121-180), Francis Hutcheson (1694-1746), and James Moor (bap. 1712, d. 1779)",http://metaphors.lib.virginia.edu/metaphors/17851,landscape_plague_distemper_plague_distem_5808,1700-1750,1700
Weather,1900,"""Inside the dark sky of his mind / Isaac could hear God / moving down a country road bordered by trees.""","Carson, Anne (b. 1951)",http://metaphors.lib.virginia.edu/metaphors/17975,landscape_dark_sky_14000,1900-2000,1900
"Population,Vehicles",1900,"""However, as I said last night, we just ask for this because most of us consider ourselves as chauffeurs inside our bodies, which we own in the same way as we own a car. When it goes wrong we take it to the mechanic to fix it and we do not really identify with our body, just as we do not really identify with our car.""","Watts, Alan (1915-1973)",http://metaphors.lib.virginia.edu/metaphors/24519,landscape_us_chauffeurs_inside_take_car__14002,1900-2000,1900
